subj,trial,response_item,prob
1,1,related-early,0.6666666666666666
1,1,related-late,0.3333333333333333
1,2,long-early,1
1,2,related-early,0
1,3,long-late,0
1,3,related-late,1
1,4,related-early,0
1,4,repeated,1
1,5,related-late,1
1,5,repeated,0
1,6,long,0.5
1,6,repeated,0.5
1,7,long-foil,0.16666666666666666
1,7,related-foil,0.8333333333333334
1,8,short,0.5
1,8,short-foil,0.5
1,9,long-early,0.4
1,9,long-late,0.6
1,10,related,0.6666666666666666
1,10,related-foil,0.3333333333333333
1,11,long,0.6
1,11,long-foil,0.4
1,12,single,0.8
1,12,single-foil,0.2
2,1,related-early,1
2,1,related-late,0
2,2,long-early,0
2,2,related-early,1
2,3,long-late,0
2,3,related-late,1
2,4,related-early,0
2,4,repeated,1
2,5,related-late,1
2,5,repeated,0
2,6,long,0
2,6,repeated,1
2,7,long-foil,0.16666666666666666
2,7,related-foil,0.8333333333333334
2,8,short,0.75
2,8,short-foil,0.25
2,9,long-early,0.6
2,9,long-late,0.4
2,10,related,0.6666666666666666
2,10,related-foil,0.3333333333333333
2,11,long,0.2
2,11,long-foil,0.8
2,12,single,0.9
2,12,single-foil,0.1
3,1,related-early,0.6666666666666666
3,1,related-late,0.3333333333333333
3,2,long-early,1
3,2,related-early,0
3,3,long-late,0.5
3,3,related-late,0.5
3,4,related-early,0
3,4,repeated,1
3,5,related-late,1
3,5,repeated,0
3,6,long,0.5
3,6,repeated,0.5
3,7,long-foil,0.3333333333333333
3,7,related-foil,0.6666666666666666
3,8,short,0.75
3,8,short-foil,0.25
3,9,long-early,0.4
3,9,long-late,0.6
3,10,related,0.5
3,10,related-foil,0.5
3,11,long,0.6
3,11,long-foil,0.4
3,12,single,0.9
3,12,single-foil,0.1
4,1,related-early,0.3333333333333333
4,1,related-late,0.6666666666666666
4,2,long-early,1
4,2,related-early,0
4,3,long-late,0.5
4,3,related-late,0.5
4,4,related-early,0
4,4,repeated,1
4,5,related-late,1
4,5,repeated,0
4,6,long,0.25
4,6,repeated,0.75
4,7,long-foil,1
4,7,related-foil,0
4,8,short,0.75
4,8,short-foil,0.25
4,9,long-early,0.4
4,9,long-late,0.6
4,10,related,0.5
4,10,related-foil,0.5
4,11,long,0.4
4,11,long-foil,0.6
4,12,single,0.7
4,12,single-foil,0.3
5,1,related-early,0.6666666666666666
5,1,related-late,0.3333333333333333
5,2,long-early,0.5
5,2,related-early,0.5
5,3,long-late,0
5,3,related-late,1
5,4,related-early,0
5,4,repeated,1
5,5,related-late,0
5,5,repeated,1
5,6,long,0.25
5,6,repeated,0.75
5,7,long-foil,0.5
5,7,related-foil,0.5
5,8,short,1
5,8,short-foil,0
5,9,long-early,0.2
5,9,long-late,0.8
5,10,related,1
5,10,related-foil,0
5,11,long,1
5,11,long-foil,0
5,12,single,1
5,12,single-foil,0
6,1,related-early,1
6,1,related-late,0
6,2,long-early,0.5
6,2,related-early,0.5
6,3,long-late,1
6,3,related-late,0
6,4,related-early,1
6,4,repeated,0
6,5,related-late,0
6,5,repeated,1
6,6,long,0.25
6,6,repeated,0.75
6,7,long-foil,0.6666666666666666
6,7,related-foil,0.3333333333333333
6,8,short,0.5
6,8,short-foil,0.5
6,9,long-early,0.6
6,9,long-late,0.4
6,10,related,0.8333333333333334
6,10,related-foil,0.16666666666666666
6,11,long,0.4
6,11,long-foil,0.6
6,12,single,0.7
6,12,single-foil,0.3
7,1,related-early,0.3333333333333333
7,1,related-late,0.6666666666666666
7,2,long-early,1
7,2,related-early,0
7,3,long-late,0
7,3,related-late,1
7,4,related-early,1
7,4,repeated,0
7,5,related-late,0
7,5,repeated,1
7,6,long,0.25
7,6,repeated,0.75
7,7,long-foil,0.5
7,7,related-foil,0.5
7,8,short,0.75
7,8,short-foil,0.25
7,9,long-early,0.6
7,9,long-late,0.4
7,10,related,1
7,10,related-foil,0
7,11,long,0.8
7,11,long-foil,0.2
7,12,single,1
7,12,single-foil,0
8,1,related-early,0.3333333333333333
8,1,related-late,0.6666666666666666
8,2,long-early,1
8,2,related-early,0
8,3,long-late,0
8,3,related-late,1
8,4,related-early,1
8,4,repeated,0
8,5,related-late,0
8,5,repeated,1
8,6,long,0.25
8,6,repeated,0.75
8,7,long-foil,0.5
8,7,related-foil,0.5
8,8,short,0.75
8,8,short-foil,0.25
8,9,long-early,0.6
8,9,long-late,0.4
8,10,related,1
8,10,related-foil,0
8,11,long,0.8
8,11,long-foil,0.2
8,12,single,1
8,12,single-foil,0
9,1,related-early,0.3333333333333333
9,1,related-late,0.6666666666666666
9,2,long-early,0.5
9,2,related-early,0.5
9,3,long-late,0.5
9,3,related-late,0.5
9,4,related-early,0
9,4,repeated,1
9,5,related-late,0
9,5,repeated,1
9,6,long,0.25
9,6,repeated,0.75
9,7,long-foil,0.3333333333333333
9,7,related-foil,0.6666666666666666
9,8,short,0.875
9,8,short-foil,0.125
9,9,long-early,0.4
9,9,long-late,0.6
9,10,related,1
9,10,related-foil,0
9,11,long,1
9,11,long-foil,0
9,12,single,0.9
9,12,single-foil,0.1
10,1,related-early,0.6666666666666666
10,1,related-late,0.3333333333333333
10,2,long-early,0.5
10,2,related-early,0.5
10,3,long-late,0
10,3,related-late,1
10,4,related-early,0
10,4,repeated,1
10,5,related-late,0
10,5,repeated,1
10,6,long,0
10,6,repeated,1
10,7,long-foil,0.5
10,7,related-foil,0.5
10,8,short,0.875
10,8,short-foil,0.125
10,9,long-early,0.8
10,9,long-late,0.2
10,10,related,0.8333333333333334
10,10,related-foil,0.16666666666666666
10,11,long,1
10,11,long-foil,0
10,12,single,0.8
10,12,single-foil,0.2
11,1,related-early,0.6666666666666666
11,1,related-late,0.3333333333333333
11,2,long-early,1
11,2,related-early,0
11,3,long-late,0.5
11,3,related-late,0.5
11,4,related-early,0
11,4,repeated,1
11,5,related-late,0
11,5,repeated,1
11,6,long,0
11,6,repeated,1
11,7,long-foil,0.16666666666666666
11,7,related-foil,0.8333333333333334
11,8,short,0.875
11,8,short-foil,0.125
11,9,long-early,0.6
11,9,long-late,0.4
11,10,related,0.5
11,10,related-foil,0.5
11,11,long,0.8
11,11,long-foil,0.2
11,12,single,0.7
11,12,single-foil,0.3
12,1,related-early,0.6666666666666666
12,1,related-late,0.3333333333333333
12,2,long-early,1
12,2,related-early,0
12,3,long-late,0
12,3,related-late,1
12,4,related-early,0
12,4,repeated,1
12,5,related-late,1
12,5,repeated,0
12,6,long,0.5
12,6,repeated,0.5
12,7,long-foil,0.16666666666666666
12,7,related-foil,0.8333333333333334
12,8,short,0.5
12,8,short-foil,0.5
12,9,long-early,0.4
12,9,long-late,0.6
12,10,related,0.6666666666666666
12,10,related-foil,0.3333333333333333
12,11,long,0.6
12,11,long-foil,0.4
12,12,single,0.8
12,12,single-foil,0.2
13,1,related-early,0.6666666666666666
13,1,related-late,0.3333333333333333
13,2,long-early,0.5
13,2,related-early,0.5
13,3,long-late,0.5
13,3,related-late,0.5
13,4,related-early,0
13,4,repeated,1
13,5,related-late,0
13,5,repeated,1
13,6,long,0
13,6,repeated,1
13,7,long-foil,0.16666666666666666
13,7,related-foil,0.8333333333333334
13,8,short,1
13,8,short-foil,0
13,9,long-early,0.6
13,9,long-late,0.4
13,10,related,0.6666666666666666
13,10,related-foil,0.3333333333333333
13,11,long,0.6
13,11,long-foil,0.4
13,12,single,0.8
13,12,single-foil,0.2
14,1,related-early,1
14,1,related-late,0
14,2,long-early,1
14,2,related-early,0
14,3,long-late,0
14,3,related-late,1
14,4,related-early,0
14,4,repeated,1
14,5,related-late,0
14,5,repeated,1
14,6,long,0.5
14,6,repeated,0.5
14,7,long-foil,0.6666666666666666
14,7,related-foil,0.3333333333333333
14,8,short,0.625
14,8,short-foil,0.375
14,9,long-early,1
14,9,long-late,0
14,10,related,0.5
14,10,related-foil,0.5
14,11,long,1
14,11,long-foil,0
14,12,single,0.8
14,12,single-foil,0.2
16,1,related-early,0.6666666666666666
16,1,related-late,0.3333333333333333
16,2,long-early,0.5
16,2,related-early,0.5
16,3,long-late,1
16,3,related-late,0
16,4,related-early,0
16,4,repeated,1
16,5,related-late,0
16,5,repeated,1
16,6,long,0
16,6,repeated,1
16,7,long-foil,0.5
16,7,related-foil,0.5
16,8,short,1
16,8,short-foil,0
16,9,long-early,0.8
16,9,long-late,0.2
16,10,related,0.8333333333333334
16,10,related-foil,0.16666666666666666
16,11,long,1
16,11,long-foil,0
16,12,single,0.8
16,12,single-foil,0.2
18,1,related-early,1
18,1,related-late,0
18,2,long-early,0
18,2,related-early,1
18,3,long-late,1
18,3,related-late,0
18,4,related-early,0
18,4,repeated,1
18,5,related-late,1
18,5,repeated,0
18,6,long,0.5
18,6,repeated,0.5
18,7,long-foil,0.6666666666666666
18,7,related-foil,0.3333333333333333
18,8,short,1
18,8,short-foil,0
18,9,long-early,0.4
18,9,long-late,0.6
18,10,related,0.6666666666666666
18,10,related-foil,0.3333333333333333
18,11,long,0.8
18,11,long-foil,0.2
18,12,single,0.7
18,12,single-foil,0.3
19,1,related-early,0.3333333333333333
19,1,related-late,0.6666666666666666
19,2,long-early,1
19,2,related-early,0
19,3,long-late,0.5
19,3,related-late,0.5
19,4,related-early,0
19,4,repeated,1
19,5,related-late,0
19,5,repeated,1
19,6,long,0.75
19,6,repeated,0.25
19,7,long-foil,0.5
19,7,related-foil,0.5
19,8,short,0.75
19,8,short-foil,0.25
19,9,long-early,0.4
19,9,long-late,0.6
19,10,related,0.8333333333333334
19,10,related-foil,0.16666666666666666
19,11,long,0.4
19,11,long-foil,0.6
19,12,single,0.9
19,12,single-foil,0.1
20,1,related-early,0
20,1,related-late,1
20,2,long-early,0
20,2,related-early,1
20,3,long-late,0.5
20,3,related-late,0.5
20,4,related-early,0
20,4,repeated,1
20,5,related-late,0
20,5,repeated,1
20,6,long,0.25
20,6,repeated,0.75
20,7,long-foil,0.3333333333333333
20,7,related-foil,0.6666666666666666
20,8,short,0.875
20,8,short-foil,0.125
20,9,long-early,0.6
20,9,long-late,0.4
20,10,related,0.8333333333333334
20,10,related-foil,0.16666666666666666
20,11,long,1
20,11,long-foil,0
20,12,single,0.9
20,12,single-foil,0.1
21,1,related-early,0.6666666666666666
21,1,related-late,0.3333333333333333
21,2,long-early,0.5
21,2,related-early,0.5
21,3,long-late,0
21,3,related-late,1
21,4,related-early,0
21,4,repeated,1
21,5,related-late,1
21,5,repeated,0
21,6,long,0.75
21,6,repeated,0.25
21,7,long-foil,0.6666666666666666
21,7,related-foil,0.3333333333333333
21,8,short,0.625
21,8,short-foil,0.375
21,9,long-early,0.2
21,9,long-late,0.8
21,10,related,1
21,10,related-foil,0
21,11,long,0.8
21,11,long-foil,0.2
21,12,single,0.9
21,12,single-foil,0.1
22,1,related-early,0.3333333333333333
22,1,related-late,0.6666666666666666
22,2,long-early,1
22,2,related-early,0
22,3,long-late,0.5
22,3,related-late,0.5
22,4,related-early,0
22,4,repeated,1
22,5,related-late,0
22,5,repeated,1
22,6,long,0.75
22,6,repeated,0.25
22,7,long-foil,0.16666666666666666
22,7,related-foil,0.8333333333333334
22,8,short,0.875
22,8,short-foil,0.125
22,9,long-early,0.2
22,9,long-late,0.8
22,10,related,0.6666666666666666
22,10,related-foil,0.3333333333333333
22,11,long,0.8
22,11,long-foil,0.2
22,12,single,1
22,12,single-foil,0
23,1,related-early,0.6666666666666666
23,1,related-late,0.3333333333333333
23,2,long-early,0.5
23,2,related-early,0.5
23,3,long-late,0.5
23,3,related-late,0.5
23,4,related-early,0
23,4,repeated,1
23,5,related-late,0
23,5,repeated,1
23,6,long,0.25
23,6,repeated,0.75
23,7,long-foil,0.3333333333333333
23,7,related-foil,0.6666666666666666
23,8,short,0.875
23,8,short-foil,0.125
23,9,long-early,0.4
23,9,long-late,0.6
23,10,related,0.3333333333333333
23,10,related-foil,0.6666666666666666
23,11,long,0.8
23,11,long-foil,0.2
23,12,single,0.9
23,12,single-foil,0.1
24,1,related-early,0
24,1,related-late,1
24,2,long-early,0.5
24,2,related-early,0.5
24,3,long-late,1
24,3,related-late,0
24,4,related-early,0
24,4,repeated,1
24,5,related-late,1
24,5,repeated,0
24,6,long,0.5
24,6,repeated,0.5
24,7,long-foil,0.5
24,7,related-foil,0.5
24,8,short,0.75
24,8,short-foil,0.25
24,9,long-early,0.6
24,9,long-late,0.4
24,10,related,0.6666666666666666
24,10,related-foil,0.3333333333333333
24,11,long,0.8
24,11,long-foil,0.2
24,12,single,1
24,12,single-foil,0
25,1,related-early,0.6666666666666666
25,1,related-late,0.3333333333333333
25,2,long-early,0.5
25,2,related-early,0.5
25,3,long-late,0.5
25,3,related-late,0.5
25,4,related-early,0
25,4,repeated,1
25,5,related-late,0
25,5,repeated,1
25,6,long,0.5
25,6,repeated,0.5
25,7,long-foil,0.5
25,7,related-foil,0.5
25,8,short,0.625
25,8,short-foil,0.375
25,9,long-early,0.4
25,9,long-late,0.6
25,10,related,0.8333333333333334
25,10,related-foil,0.16666666666666666
25,11,long,0.4
25,11,long-foil,0.6
25,12,single,0.8
25,12,single-foil,0.2
26,1,related-early,0.3333333333333333
26,1,related-late,0.6666666666666666
26,2,long-early,0.5
26,2,related-early,0.5
26,3,long-late,1
26,3,related-late,0
26,4,related-early,1
26,4,repeated,0
26,5,related-late,0
26,5,repeated,1
26,6,long,0.75
26,6,repeated,0.25
26,7,long-foil,0.5
26,7,related-foil,0.5
26,8,short,0.625
26,8,short-foil,0.375
26,9,long-early,0.8
26,9,long-late,0.2
26,10,related,1
26,10,related-foil,0
26,11,long,0.8
26,11,long-foil,0.2
26,12,single,0.5
26,12,single-foil,0.5
27,1,related-early,0.6666666666666666
27,1,related-late,0.3333333333333333
27,2,long-early,1
27,2,related-early,0
27,3,long-late,0
27,3,related-late,1
27,4,related-early,0
27,4,repeated,1
27,5,related-late,1
27,5,repeated,0
27,6,long,0.25
27,6,repeated,0.75
27,7,long-foil,0.3333333333333333
27,7,related-foil,0.6666666666666666
27,8,short,0.875
27,8,short-foil,0.125
27,9,long-early,0.4
27,9,long-late,0.6
27,10,related,1
27,10,related-foil,0
27,11,long,0.8
27,11,long-foil,0.2
27,12,single,1
27,12,single-foil,0
28,1,related-early,1
28,1,related-late,0
28,2,long-early,0.5
28,2,related-early,0.5
28,3,long-late,0
28,3,related-late,1
28,4,related-early,1
28,4,repeated,0
28,5,related-late,0
28,5,repeated,1
28,6,long,0.25
28,6,repeated,0.75
28,7,long-foil,0.3333333333333333
28,7,related-foil,0.6666666666666666
28,8,short,0.75
28,8,short-foil,0.25
28,9,long-early,0.6
28,9,long-late,0.4
28,10,related,0.8333333333333334
28,10,related-foil,0.16666666666666666
28,11,long,0.6
28,11,long-foil,0.4
28,12,single,0.9
28,12,single-foil,0.1
29,1,related-early,1
29,1,related-late,0
29,2,long-early,0.5
29,2,related-early,0.5
29,3,long-late,0.5
29,3,related-late,0.5
29,4,related-early,0
29,4,repeated,1
29,5,related-late,1
29,5,repeated,0
29,6,long,0.75
29,6,repeated,0.25
29,7,long-foil,0.8333333333333334
29,7,related-foil,0.16666666666666666
29,8,short,0.875
29,8,short-foil,0.125
29,9,long-early,0.8
29,9,long-late,0.2
29,10,related,0.8333333333333334
29,10,related-foil,0.16666666666666666
29,11,long,0.8
29,11,long-foil,0.2
29,12,single,1
29,12,single-foil,0
30,1,related-early,0.6666666666666666
30,1,related-late,0.3333333333333333
30,2,long-early,1
30,2,related-early,0
30,3,long-late,1
30,3,related-late,0
30,4,related-early,0
30,4,repeated,1
30,5,related-late,0
30,5,repeated,1
30,6,long,0.5
30,6,repeated,0.5
30,7,long-foil,0.3333333333333333
30,7,related-foil,0.6666666666666666
30,8,short,0.875
30,8,short-foil,0.125
30,9,long-early,0.8
30,9,long-late,0.2
30,10,related,0.8333333333333334
30,10,related-foil,0.16666666666666666
30,11,long,0.6
30,11,long-foil,0.4
30,12,single,0.9
30,12,single-foil,0.1
31,1,related-early,0
31,1,related-late,1
31,2,long-early,0
31,2,related-early,1
31,3,long-late,1
31,3,related-late,0
31,4,related-early,0
31,4,repeated,1
31,5,related-late,0
31,5,repeated,1
31,6,long,0.5
31,6,repeated,0.5
31,7,long-foil,0.8333333333333334
31,7,related-foil,0.16666666666666666
31,8,short,0.875
31,8,short-foil,0.125
31,9,long-early,0.4
31,9,long-late,0.6
31,10,related,0.8333333333333334
31,10,related-foil,0.16666666666666666
31,11,long,0.4
31,11,long-foil,0.6
31,12,single,1
31,12,single-foil,0
32,1,related-early,0.3333333333333333
32,1,related-late,0.6666666666666666
32,2,long-early,0.5
32,2,related-early,0.5
32,3,long-late,0.5
32,3,related-late,0.5
32,4,related-early,0
32,4,repeated,1
32,5,related-late,1
32,5,repeated,0
32,6,long,0.25
32,6,repeated,0.75
32,7,long-foil,0.16666666666666666
32,7,related-foil,0.8333333333333334
32,8,short,1
32,8,short-foil,0
32,9,long-early,0.6
32,9,long-late,0.4
32,10,related,0.8333333333333334
32,10,related-foil,0.16666666666666666
32,11,long,0.8
32,11,long-foil,0.2
32,12,single,1
32,12,single-foil,0
33,1,related-early,0.3333333333333333
33,1,related-late,0.6666666666666666
33,2,long-early,1
33,2,related-early,0
33,3,long-late,0.5
33,3,related-late,0.5
33,4,related-early,1
33,4,repeated,0
33,5,related-late,1
33,5,repeated,0
33,6,long,0
33,6,repeated,1
33,7,long-foil,0.5
33,7,related-foil,0.5
33,8,short,1
33,8,short-foil,0
33,9,long-early,0.8
33,9,long-late,0.2
33,10,related,0.8333333333333334
33,10,related-foil,0.16666666666666666
33,11,long,1
33,11,long-foil,0
33,12,single,1
33,12,single-foil,0
34,1,related-early,0.3333333333333333
34,1,related-late,0.6666666666666666
34,2,long-early,0.5
34,2,related-early,0.5
34,3,long-late,0
34,3,related-late,1
34,4,related-early,1
34,4,repeated,0
34,5,related-late,1
34,5,repeated,0
34,6,long,0
34,6,repeated,1
34,7,long-foil,0.6666666666666666
34,7,related-foil,0.3333333333333333
34,8,short,0.75
34,8,short-foil,0.25
34,9,long-early,0.4
34,9,long-late,0.6
34,10,related,0.8333333333333334
34,10,related-foil,0.16666666666666666
34,11,long,0.6
34,11,long-foil,0.4
34,12,single,0.8
34,12,single-foil,0.2
35,1,related-early,0.6666666666666666
35,1,related-late,0.3333333333333333
35,2,long-early,0.5
35,2,related-early,0.5
35,3,long-late,0.5
35,3,related-late,0.5
35,4,related-early,0
35,4,repeated,1
35,5,related-late,1
35,5,repeated,0
35,6,long,0.75
35,6,repeated,0.25
35,7,long-foil,0.5
35,7,related-foil,0.5
35,8,short,0.5
35,8,short-foil,0.5
35,9,long-early,0.4
35,9,long-late,0.6
35,10,related,1
35,10,related-foil,0
35,11,long,0.8
35,11,long-foil,0.2
35,12,single,0.5
35,12,single-foil,0.5
36,1,related-early,0.6666666666666666
36,1,related-late,0.3333333333333333
36,2,long-early,0.5
36,2,related-early,0.5
36,3,long-late,0.5
36,3,related-late,0.5
36,4,related-early,0
36,4,repeated,1
36,5,related-late,1
36,5,repeated,0
36,6,long,0.25
36,6,repeated,0.75
36,7,long-foil,0.6666666666666666
36,7,related-foil,0.3333333333333333
36,8,short,0.875
36,8,short-foil,0.125
36,9,long-early,0.4
36,9,long-late,0.6
36,10,related,1
36,10,related-foil,0
36,11,long,0.8
36,11,long-foil,0.2
36,12,single,0.7
36,12,single-foil,0.3
37,1,related-early,1
37,1,related-late,0
37,2,long-early,0.5
37,2,related-early,0.5
37,3,long-late,0.5
37,3,related-late,0.5
37,4,related-early,0
37,4,repeated,1
37,5,related-late,1
37,5,repeated,0
37,6,long,0.25
37,6,repeated,0.75
37,7,long-foil,0.3333333333333333
37,7,related-foil,0.6666666666666666
37,8,short,0.75
37,8,short-foil,0.25
37,9,long-early,0.6
37,9,long-late,0.4
37,10,related,0.6666666666666666
37,10,related-foil,0.3333333333333333
37,11,long,0.4
37,11,long-foil,0.6
37,12,single,0.7
37,12,single-foil,0.3
38,1,related-early,0.6666666666666666
38,1,related-late,0.3333333333333333
38,2,long-early,1
38,2,related-early,0
38,3,long-late,0.5
38,3,related-late,0.5
38,4,related-early,1
38,4,repeated,0
38,5,related-late,0
38,5,repeated,1
38,6,long,0.5
38,6,repeated,0.5
38,7,long-foil,0.8333333333333334
38,7,related-foil,0.16666666666666666
38,8,short,0.875
38,8,short-foil,0.125
38,9,long-early,0.8
38,9,long-late,0.2
38,10,related,0.8333333333333334
38,10,related-foil,0.16666666666666666
38,11,long,0.8
38,11,long-foil,0.2
38,12,single,0.9
38,12,single-foil,0.1
40,1,related-early,0
40,1,related-late,1
40,2,long-early,0.5
40,2,related-early,0.5
40,3,long-late,0.5
40,3,related-late,0.5
40,4,related-early,0
40,4,repeated,1
40,5,related-late,0
40,5,repeated,1
40,6,long,0.5
40,6,repeated,0.5
40,7,long-foil,0.8333333333333334
40,7,related-foil,0.16666666666666666
40,8,short,0.75
40,8,short-foil,0.25
40,9,long-early,0
40,9,long-late,1
40,10,related,0.8333333333333334
40,10,related-foil,0.16666666666666666
40,11,long,0.4
40,11,long-foil,0.6
40,12,single,0.8
40,12,single-foil,0.2
41,1,related-early,0.3333333333333333
41,1,related-late,0.6666666666666666
41,2,long-early,1
41,2,related-early,0
41,3,long-late,0.5
41,3,related-late,0.5
41,4,related-early,0
41,4,repeated,1
41,5,related-late,0
41,5,repeated,1
41,6,long,0.75
41,6,repeated,0.25
41,7,long-foil,0.16666666666666666
41,7,related-foil,0.8333333333333334
41,8,short,0.875
41,8,short-foil,0.125
41,9,long-early,0.2
41,9,long-late,0.8
41,10,related,0.6666666666666666
41,10,related-foil,0.3333333333333333
41,11,long,0.8
41,11,long-foil,0.2
41,12,single,1
41,12,single-foil,0
43,1,related-early,0.6666666666666666
43,1,related-late,0.3333333333333333
43,2,long-early,1
43,2,related-early,0
43,3,long-late,1
43,3,related-late,0
43,4,related-early,0
43,4,repeated,1
43,5,related-late,0
43,5,repeated,1
43,6,long,0.75
43,6,repeated,0.25
43,7,long-foil,0.16666666666666666
43,7,related-foil,0.8333333333333334
43,8,short,0.875
43,8,short-foil,0.125
43,9,long-early,0.4
43,9,long-late,0.6
43,10,related,0.5
43,10,related-foil,0.5
43,11,long,1
43,11,long-foil,0
43,12,single,0.8
43,12,single-foil,0.2
45,1,related-early,0.6666666666666666
45,1,related-late,0.3333333333333333
45,2,long-early,0.5
45,2,related-early,0.5
45,3,long-late,0.5
45,3,related-late,0.5
45,4,related-early,0
45,4,repeated,1
45,5,related-late,1
45,5,repeated,0
45,6,long,1
45,6,repeated,0
45,7,long-foil,0.3333333333333333
45,7,related-foil,0.6666666666666666
45,8,short,0.75
45,8,short-foil,0.25
45,9,long-early,0.6
45,9,long-late,0.4
45,10,related,0.3333333333333333
45,10,related-foil,0.6666666666666666
45,11,long,0.8
45,11,long-foil,0.2
45,12,single,1
45,12,single-foil,0
46,1,related-early,0
46,1,related-late,1
46,2,long-early,0.5
46,2,related-early,0.5
46,3,long-late,0
46,3,related-late,1
46,4,related-early,0
46,4,repeated,1
46,5,related-late,0
46,5,repeated,1
46,6,long,0.25
46,6,repeated,0.75
46,7,long-foil,1
46,7,related-foil,0
46,8,short,0.75
46,8,short-foil,0.25
46,9,long-early,0.4
46,9,long-late,0.6
46,10,related,1
46,10,related-foil,0
46,11,long,1
46,11,long-foil,0
46,12,single,1
46,12,single-foil,0
47,1,related-early,0.3333333333333333
47,1,related-late,0.6666666666666666
47,2,long-early,0
47,2,related-early,1
47,3,long-late,1
47,3,related-late,0
47,4,related-early,0
47,4,repeated,1
47,5,related-late,1
47,5,repeated,0
47,6,long,0.25
47,6,repeated,0.75
47,7,long-foil,0.5
47,7,related-foil,0.5
47,8,short,0.625
47,8,short-foil,0.375
47,9,long-early,0
47,9,long-late,1
47,10,related,0.6666666666666666
47,10,related-foil,0.3333333333333333
47,11,long,0.4
47,11,long-foil,0.6
47,12,single,0.9
47,12,single-foil,0.1
48,1,related-early,0.6666666666666666
48,1,related-late,0.3333333333333333
48,2,long-early,0.5
48,2,related-early,0.5
48,3,long-late,1
48,3,related-late,0
48,4,related-early,0
48,4,repeated,1
48,5,related-late,0
48,5,repeated,1
48,6,long,0
48,6,repeated,1
48,7,long-foil,0.6666666666666666
48,7,related-foil,0.3333333333333333
48,8,short,0.75
48,8,short-foil,0.25
48,9,long-early,0.4
48,9,long-late,0.6
48,10,related,0.8333333333333334
48,10,related-foil,0.16666666666666666
48,11,long,0.8
48,11,long-foil,0.2
48,12,single,0.8
48,12,single-foil,0.2
49,1,related-early,0.6666666666666666
49,1,related-late,0.3333333333333333
49,2,long-early,0.5
49,2,related-early,0.5
49,3,long-late,0.5
49,3,related-late,0.5
49,4,related-early,0
49,4,repeated,1
49,5,related-late,1
49,5,repeated,0
49,6,long,0
49,6,repeated,1
49,7,long-foil,0.3333333333333333
49,7,related-foil,0.6666666666666666
49,8,short,0.75
49,8,short-foil,0.25
49,9,long-early,0.6
49,9,long-late,0.4
49,10,related,0.8333333333333334
49,10,related-foil,0.16666666666666666
49,11,long,0.2
49,11,long-foil,0.8
49,12,single,0.9
49,12,single-foil,0.1
51,1,related-early,0.6666666666666666
51,1,related-late,0.3333333333333333
51,2,long-early,0
51,2,related-early,1
51,3,long-late,0.5
51,3,related-late,0.5
51,4,related-early,1
51,4,repeated,0
51,5,related-late,0
51,5,repeated,1
51,6,long,0.5
51,6,repeated,0.5
51,7,long-foil,0.5
51,7,related-foil,0.5
51,8,short,0.625
51,8,short-foil,0.375
51,9,long-early,0.8
51,9,long-late,0.2
51,10,related,0.3333333333333333
51,10,related-foil,0.6666666666666666
51,11,long,1
51,11,long-foil,0
51,12,single,0.7
51,12,single-foil,0.3
53,1,related-early,0.6666666666666666
53,1,related-late,0.3333333333333333
53,2,long-early,0
53,2,related-early,1
53,3,long-late,0
53,3,related-late,1
53,4,related-early,0
53,4,repeated,1
53,5,related-late,0
53,5,repeated,1
53,6,long,0.5
53,6,repeated,0.5
53,7,long-foil,0.8333333333333334
53,7,related-foil,0.16666666666666666
53,8,short,0.625
53,8,short-foil,0.375
53,9,long-early,0.4
53,9,long-late,0.6
53,10,related,1
53,10,related-foil,0
53,11,long,0.4
53,11,long-foil,0.6
53,12,single,0.8
53,12,single-foil,0.2
54,1,related-early,0.6666666666666666
54,1,related-late,0.3333333333333333
54,2,long-early,0
54,2,related-early,1
54,3,long-late,0
54,3,related-late,1
54,4,related-early,1
54,4,repeated,0
54,5,related-late,0
54,5,repeated,1
54,6,long,0.5
54,6,repeated,0.5
54,7,long-foil,0.6666666666666666
54,7,related-foil,0.3333333333333333
54,8,short,0.75
54,8,short-foil,0.25
54,9,long-early,1
54,9,long-late,0
54,10,related,0.6666666666666666
54,10,related-foil,0.3333333333333333
54,11,long,0.8
54,11,long-foil,0.2
54,12,single,0.7
54,12,single-foil,0.3
55,1,related-early,0.6666666666666666
55,1,related-late,0.3333333333333333
55,2,long-early,0.5
55,2,related-early,0.5
55,3,long-late,1
55,3,related-late,0
55,4,related-early,0
55,4,repeated,1
55,5,related-late,1
55,5,repeated,0
55,6,long,0
55,6,repeated,1
55,7,long-foil,0.5
55,7,related-foil,0.5
55,8,short,1
55,8,short-foil,0
55,9,long-early,0.6
55,9,long-late,0.4
55,10,related,1
55,10,related-foil,0
55,11,long,0.8
55,11,long-foil,0.2
55,12,single,1
55,12,single-foil,0
56,1,related-early,0.6666666666666666
56,1,related-late,0.3333333333333333
56,2,long-early,0.5
56,2,related-early,0.5
56,3,long-late,0.5
56,3,related-late,0.5
56,4,related-early,0
56,4,repeated,1
56,5,related-late,0
56,5,repeated,1
56,6,long,0.5
56,6,repeated,0.5
56,7,long-foil,0.8333333333333334
56,7,related-foil,0.16666666666666666
56,8,short,0.75
56,8,short-foil,0.25
56,9,long-early,0.6
56,9,long-late,0.4
